id,SPLIT
8018196-1,4
8025114-9,4
8025603-7,2
8031623-9,1
8029012-6,3
8028986-7,3
8028362-7,3
8028414-1,0
8028304-4,0
8028303-2,2
8028346-9,3
8028627-9,1
8028600-0,1
8028470-0,1
8030160-5,4
8030054-5,3
8043424-6,0
8043048-0,1
8043183-7,2
8044379-0,2
8044383-2,2
8044380-7,1
8044400-X,3
8044401-1,3
8044403-5,4
8044405-9,3
8044406-0,3
8044407-2,0
8044415-1,0
8044385-6,1
8044386-8,3
8044389-3,4
8044391-1,0
8044390-X,4
8044393-5,3
8044394-7,3
8044396-0,2
8044398-4,3
8044442-4,0
8044441-2,4
8044438-2,1
8044432-1,4
8044431-X,4
8044428-X,4
8044426-6,0
8044427-8,2
8044425-4,2
8044422-9,4
8044421-7,2
8044449-7,1
8044109-2,4
8036487-5,0
8036587-X,4
8036474-7,1
8036473-5,4
8036855-1,3
8036686-2,3
8036692-8,2
8037008-3,4
8037792-9,3
8037664-X,0
8041157-3,1
8041158-5,3
8041840-X,2
8041655-2,2
8098381-3,1
8098407-7,1
8104605-6,3
8104852-3,0
7967378-3,3
7893079-6,0
7893732-4,1
7897040-7,2
7897034-1,0
7889463-7,4
7892680-3,1
7884894-3,2
7885253-X,4
7965609-7,0
7964314-0,3
7964461-3,1
7964495-9,3
7968843-5,1
7969570-0,3
7968212-8,2
7967877-4,1
7968323-7,2
7869729-7,2
7868956-2,2
7876434-X,0
7874693-0,1
7864417-5,1
7867843-3,3
7866988-1,1
7651779-7,0
7652701-X,4
7652628-3,4
7653946-5,4
7928129-1,2
7928051-0,0
7928538-0,3
7928387-3,3
7929840-9,3
7918516-X,4
7917671-5,2
7919550-6,0
7919596-8,1
7395003-1,2
7388615-2,0
7388645-0,2
7388204-X,1
7389078-3,0
7388777-7,2
109913618,2
124902353,2
127859291,4
125390732,4
127809751,3
123744252,3
125417831,4
126338831,0
123901502,3
123901492,3
122799062,3
102740832,0
122809944,0
121691446,3
122808551,1
124399041,1
124398351,2
989031511,0
123299311,2
122812776,1
122810602,0
124404201,1
123280391,4
125035681,3
122788311,2
123915181,0
126872131,1
123414792,3
127847871,0
127847891,2
95027085,3
125411832,3
127801411,1
105431772,4
125412371,2
125412381,0
126865451,2
126869851,2
127272951,4
126852671,1
122309373,3
124878992,0
127273051,2
126302511,1
126305431,3
127827241,3
987853615,1
126352241,4
126230182,3
99371602,4
122545821,1
122545971,2
123525631,2
122973702,2
124204151,4
122544061,0
122498231,4
122476682,3
123473471,3
988790119,1
120728502,1
122493751,0
122494291,1
124228101,4
118056742,2
122946261,4
116749825,4
124777911,4
122521701,2
124720581,4
122523141,2
122523612,3
124194191,1
125188241,3
123490492,2
124769441,4
124769301,1
122534551,1
120733722,3
122961141,2
124778021,0
123513061,2
122958551,0
123506493,4
126348002,3
127326101,0
127901981,3
126350571,0
121379051,3
118940331,2
118455352,1
121380991,2
121841681,2
121388771,2
120892561,4
121072752,4
118268813,0
122378021,1
122885551,4
124875151,1
122335551,0
122376201,0
122878281,3
122375551,3
122373221,1
124331841,3
102545862,2
102545782,3
123401291,1
124363981,2
122835501,1
124358841,0
122419151,4
123825861,1
122823682,3
123828131,0
120946671,1
121826951,0
121827001,2
121827251,3
121827141,2
118952581,2
121828371,3
121825481,2
120940731,0
120940652,1
118950811,3
118400862,4
113365963,2
119815221,1
120916731,4
121475401,0
121475391,1
118974032,2
118974021,2
118974061,0
118974051,2
118973981,1
118974011,4
118974171,4
118974181,2
118974191,1
118974082,4
118974091,3
118974141,3
118974281,0
118974301,1
118974291,3
118974311,1
118974321,3
118974211,1
118974251,2
118974241,2
118878452,4
119369591,0
119369641,3
119369601,4
119974031,1
119366111,0
119366131,3
118881881,1
119312051,2
122250011,4
122251431,2
121554011,2
121554021,2
121554931,0
122246911,3
118330012,1
122402782,4
123817842,4
124812661,3
122401781,4
124375091,3
124373771,2
971996618,3
123903002,3
122806001,4
122806261,2
123734051,4
124294431,1
124294441,2
123454832,3
122903741,2
123735131,3
123735171,0
124869821,0
124318651,2
122881241,2
122881581,1
124862552,0
122324871,0
122324161,0
123364631,3
123364871,2
122910472,0
123410011,0
123410091,1
123410061,2
124272961,0
123408981,4
123408921,0
119524155,4
122905894,2
122897211,1
123458781,3
123340591,4
124838382,0
124369361,1
122411051,0
121848424,2
124785881,4
123399841,4
122407791,0
123389424,1
101515834,2
123388931,2
123803362,0
122869011,4
123836632,4
121865753,2
124825041,2
987853614,4
123349811,1
123861291,4
124342731,2
124345371,2
122365724,2
115530432,3
126736701,4
127169251,1
123901503,4
127149192,1
127148721,2
126714902,1
97343167,0
126742751,4
127164192,2
119398093,0
112465418,2
126185811,1
127743531,1
127748781,3
126126011,1
124913772,1
127740361,2
127783971,4
125464321,4
126116041,3
125497231,4
123948972,1
126130671,3
124342644,3
126254453,0
126804031,0
127869481,0
126244561,4
124836462,2
118480052,3
125477561,3
124920792,3
122725222,2
123929415,0
126134182,3
123817843,4
127155371,2
127393171,3
127393271,3
125368681,4
118822696,0
126222181,1
126190671,2
126190692,0
126191531,2
126107641,0
126105844,1
126213151,0
127200491,4
127212641,4
127189561,4
127203761,0
124993602,1
126197161,4
127677701,1
124990232,3
127181641,3
125565791,4
126217591,2
126214421,0
125564611,4
125564861,1
125564851,3
127171401,0
127171651,4
127727894,0
125548961,0
127667021,3
125545531,3
127880371,4
127726361,3
111147642,4
127222921,0
122251432,3
127776661,4
127201931,0
126270221,1
125353772,0
126761721,2
122367222,1
117461771,2
116866791,1
117417873,2
117671072,4
117676982,1
116860581,0
112769852,1
116217721,1
118020941,1
116217431,0
117456922,0
118021704,1
118595931,4
114800202,0
117220602,0
116160381,1
118079531,2
117275931,3
118080311,3
118080341,2
118080321,2
118080331,0
118079121,2
118079131,4
118079161,1
118079151,3
118079191,0
118079171,3
118079181,0
118079201,1
118313061,0
118313621,3
117025674,0
118293361,3
115929271,0
116479121,2
116478861,1
112562202,2
116478241,0
118800721,3
99532387,1
115926081,2
115925451,1
118318001,3
115928802,0
116347563,0
117588461,1
116891161,3
118626101,4
118207191,2
116275721,4
109610892,4
118210761,2
114668013,3
118623391,0
116301521,2
116855931,1
116856301,2
116858071,2
116852121,2
116851781,0
111345444,3
117411991,4
117470132,4
113744802,4
106899584,3
100272113,2
118028311,1
117688231,2
118682471,0
118184771,0
117690711,3
118678331,4
118678321,3
111321968,0
116324921,1
116323161,4
116324201,1
116320942,2
116869101,2
118671911,2
118670992,1
115767702,2
118165871,0
118567731,4
116200572,3
110766292,0
116243781,0
116243801,0
118593181,3
117182961,1
118559081,0
118010832,4
116196501,3
117187102,0
118652601,3
116913211,4
118648051,2
118629421,2
116261651,4
111847324,3
116901401,3
115162472,3
118634021,3
118635851,1
117230581,1
118608971,2
118614731,0
115252292,1
114688882,1
117982781,0
118615481,1
118616861,0
113717202,4
110773523,0
118616441,0
121045211,4
121669961,3
122164941,4
119400042,4
120502841,0
121605711,1
118850701,2
122217691,4
122216461,2
119345751,2
121597761,0
121107442,4
119983261,2
122267281,2
120040541,3
122260161,0
121706181,0
120529301,1
121014381,1
121014371,4
120105181,0
118147473,1
118714832,1
120108821,4
120659721,3
120659671,4
122311361,2
122944511,4
124896191,2
122295461,0
123414681,0
123414791,1
123409741,4
123409731,2
123788622,4
123409911,3
123409971,3
123409931,3
123410041,1
123410031,3
122303563,2
124277762,0
123404991,1
123404981,2
123405131,2
123405151,1
123405061,1
123405081,1
123405091,2
123405101,2
123405111,2
123744251,0
121336411,0
119086181,0
120213481,2
120213471,2
120213461,1
120213451,1
120213441,2
120213431,0
120213421,2
121338001,4
121926041,2
120847921,1
119716742,0
120213681,2
120213691,4
120213661,0
120213641,2
120213731,4
120213721,3
120213701,3
120213711,0
120213551,1
120213541,1
120213531,4
120213522,1
120213511,2
120213631,4
120213611,4
120213601,4
120213591,0
120213581,1
120213571,1
120213801,3
120213821,3
120213811,1
120213791,2
120213781,3
120213871,0
120213861,4
120213881,2
120213831,1
120213851,3
120213841,2
121333911,0
121325471,0
117969093,3
119091081,4
92665773,4
120202661,3
120816491,0
121902051,3
121315121,4
115247913,1
100856952,1
121898961,1
117973233,0
121328731,3
121919662,0
118498152,1
120737101,3
120744332,0
110313604,3
118079142,1
120747571,1
119049891,0
122021921,3
120743771,4
119756182,1
119771492,0
119773121,0
117568875,3
121975871,2
119031982,3
120763981,4
119066482,1
121285731,3
120726101,1
120725981,2
119070503,1
120728501,0
122146311,3
119632021,3
120603791,1
120603941,0
122149731,0
110148493,4
120591751,4
120591791,1
120608071,0
120609062,0
122145051,1
122146281,1
122146291,4
122146301,4
122146241,1
122146251,4
122146261,4
122146211,4
122146221,2
122146231,3
122146191,4
119180432,4
119180351,2
98630973,0
121962881,1
121963701,4
120755931,0
116183682,2
120753412,0
119025161,3
118533762,4
120779231,4
117960432,0
117960282,2
117702691,3
117734101,4
116441521,3
118817881,4
115941634,4
118271741,3
117715391,1
118260591,2
116435532,2
118263021,2
117707831,0
118263081,0
118272381,4
116430311,1
117712261,0
117712543,4
118264871,4
117742581,0
116965361,1
115969991,2
118233751,1
116407891,2
116407311,2
116407702,0
117752951,4
115955502,4
116457142,4
115989201,2
86479306,2
116565581,1
116084241,4
116581421,0
118393501,3
117076471,0
117839511,2
117077892,4
116563853,3
110929572,1
118437001,3
116592551,1
118434181,2
116040501,4
116039941,1
118423771,0
116597731,1
116596131,0
117151902,2
118447091,3
117950521,2
116619241,3
116619251,0
113260872,0
118442411,4
118383942,2
116123741,1
118376921,2
116551101,4
117890831,1
118376301,2
112159703,0
116530281,3
117080493,4
118374051,0
118370381,2
116111622,4
118390201,4
116126593,1
118388801,0
116622731,0
116633062,1
118276391,4
118276401,3
116452341,0
118231161,0
115002462,0
115992151,0
111047132,0
118850011,1
116949452,1
118242821,0
118242833,2
118243181,2
116950691,3
116642262,0
116643361,3
118488901,3
117130651,0
116037261,4
116039391,0
92961424,0
118427341,0
118436781,2
117942451,4
117914851,2
117915091,3
110438645,4
113239548,0
115528382,2
118474302,4
118388601,3
116544711,2
118480051,0
117874471,4
117869481,1
117869601,2
116117971,0
118380871,0
94492402,2
114321584,1
116524151,2
116108311,1
116108911,0
116108971,3
116108284,2
118834111,4
115958142,1
117962541,0
115964921,4
118291991,1
117964332,3
116605431,0
113187036,1
113187027,4
118820361,4
118276331,3
122696071,3
122696162,4
122696941,2
122698261,1
124936001,3
121014072,0
124545681,0
120105782,2
115856133,4
125160451,2
123180391,3
123180961,3
123987591,2
124970511,2
123983562,2
122728631,2
122702031,1
122029462,0
117585992,4
123142901,3
120697947,3
123147262,2
123728761,1
123169011,0
123169162,4
123169122,2
123170512,3
123169962,3
123170142,3
123167351,4
123168552,4
123173851,3
109657854,0
87768823,3
124428541,1
123330511,4
122765571,0
122219462,1
122752161,2
125005551,1
124444361,3
124046031,4
123188002,2
124055171,1
123191222,0
123675391,0
113616513,0
124547551,3
124048811,3
123176691,3
123176611,2
123178143,3
122569662,0
123203871,4
122077573,2
122760281,4
124960621,0
124960611,2
108532412,0
987980714,2
123964411,1
124958231,3
124451211,4
989050513,3
122732593,2
121554022,0
123963201,1
124957971,3
124955201,4
123967811,2
122734882,4
988963011,3
123237901,3
92175383,2
123980381,1
124474701,4
124469271,3
123212861,4
120751462,0
120781501,4
105340243,0
121272541,1
123418532,3
115953203,4
125031151,1
124425811,3
123336732,1
122770471,2
124426511,4
122574402,1
93310663,0
123150682,0
121400231,0
118920441,4
121858851,1
121398061,3
121858421,3
121859341,0
121859161,2
121402171,2
121862181,3
121862221,0
121376091,1
118946071,4
118940821,1
121380521,2
119147831,2
119149081,0
119658821,0
121943061,1
106414024,1
121942071,3
119144091,1
119131931,3
120576371,1
118754873,0
121007471,1
119318571,2
988963010,1
102662564,3
119321361,4
120997363,2
119323051,2
119323071,0
119323061,3
119323111,2
119323121,1
119323081,1
119323101,1
119323091,4
121743341,4
121743181,3
119323501,2
119329321,2
122232911,0
121954501,4
121954991,0
112218373,0
119127941,3
119127541,3
120826621,3
121320581,1
117232973,1
120831011,3
119701151,3
119124833,1
1025400518,1
122156601,2
119172361,1
122093751,0
122093761,4
122093771,1
122093781,3
122093791,0
122093631,2
122093621,3
122093581,4
122093571,0
122093591,4
122093671,3
122093691,1
122093641,3
122093661,3
1059207226,4
121118481,2
122104571,2
120798081,1
119141131,3
119141161,0
119138651,3
121343931,3
119139341,3
119139481,1
118018546,1
119137441,4
119145111,3
118659322,3
120810971,2
121367881,0
120632072,2
119666821,0
111335122,4
121132201,2
122117501,1
119223981,0
119225411,1
121192942,2
120092641,3
121195341,0
119220361,0
122053211,2
118652722,3
119203531,2
120601322,2
118743182,1
119582021,0
122030801,4
119238642,1
121186111,1
122481543,3
124696351,1
123043071,1
124709051,4
123020892,3
122457171,2
123020711,2
123020731,2
123020751,2
123020741,3
123020771,1
124691071,4
93639302,4
123600311,0
120847933,0
124686631,0
124126981,4
124688891,1
123587492,2
122499351,4
122986331,2
98593762,3
123541871,1
123540271,0
124181931,3
124176482,4
106892792,3
123054302,2
124190121,4
123057781,4
123057941,0
124102881,0
1074799310,0
124598011,1
124104861,0
124595001,3
124595932,3
124107631,2
124107921,0
125079541,3
123131783,4
122153542,1
125090181,4
124097311,3
124097291,0
123126961,3
125086611,3
124099081,0
105236919,3
124100521,2
124100161,2
122097662,1
123090421,2
119172225,3
123647231,0
125061261,4
125060441,3
122654662,0
124090151,2
122654631,4
122654651,0
122097822,3
122097892,3
122097672,1
122097702,0
122097722,0
122097712,0
122097742,4
122097752,2
122097942,2
122097932,2
122097922,0
122097952,2
112920873,1
124078721,3
124662181,0
123013561,3
123013541,1
123013621,0
123013631,1
123013681,2
123013851,2
123574371,1
122465361,2
124143681,2
124144231,0
124144211,3
124145051,3
123569981,4
124705621,2
124142911,4
124143021,3
124705921,0
124143511,2
123577521,2
124683301,1
124616211,0
123611272,1
124610031,3
123119951,1
124110091,4
123116631,3
123602301,3
124111571,4
124115161,3
122606801,4
124555301,3
123996691,1
124002961,3
110626302,2
124551951,3
122623212,1
124119061,3
107961285,4
124636531,2
122661521,4
124635751,1
123640171,2
122674042,1
123107191,0
123662252,1
122116822,3
125045601,1
124072351,0
124061471,2
124061151,1
123057641,3
123057651,2
123057661,3
124681632,3
119137442,3
123551792,3
124660291,3
1087037013,4
124496841,4
122712034,2
123943161,3
124506051,0
124940031,3
118061241,4
118068341,0
100364403,0
114188524,0
116131751,3
114190952,2
116194951,0
118544021,4
118544311,3
116191681,2
118541311,4
118056741,0
118541571,3
118541581,1
118541591,3
118541601,0
118541611,0
118541531,0
118541521,2
118541561,0
118541551,4
118541541,3
118541471,3
118541461,2
118541451,3
118541441,0
118541481,3
118541401,1
118541381,2
118541391,2
118541431,0
118541411,0
118541421,2
118541331,4
118541341,3
118541321,0
118541361,2
118541371,3
118541351,3
117568001,2
114764622,1
117568872,1
118549561,3
108675724,4
119416931,4
121392802,4
120904271,1
112718052,1
121395561,0
119420981,1
119421021,2
118924152,0
121853841,0
119422491,4
119420871,2
119420841,3
121690231,3
122182431,2
118829632,2
121620871,1
119937071,4
97343166,3
121055501,1
119396891,3
119396911,1
122171371,4
119398091,3
119398171,3
119398191,1
121055143,4
119390331,1
119934051,4
119392511,1
118914791,0
121865721,0
121865981,0
121865811,4
121864481,0
117920193,4
121875311,0
121875331,4
120429371,2
118974261,3
118973941,0
118973891,2
118973901,3
118973861,3
118973871,0
118973881,1
120915293,0
118973851,4
121803081,1
119802842,0
118968611,2
121814181,3
121814991,4
118415992,3
120373191,0
121424501,2
951113139,3
121430551,2
98891438,0
1113341014,0
121433391,4
121887861,4
111064012,3
122186711,3
118822692,0
120512111,0
119389631,1
119389111,1
119389101,4
119389122,4
121620031,1
115939762,2
119382381,2
119385841,1
122190291,0
122177301,1
117538901,2
117286381,2
116163681,0
116173502,0
118031701,4
119832241,2
120934101,1
119832081,2
121799461,2
119485661,0
118981291,0
121796301,0
121796781,0
121769331,1
98903159,3
121774251,4
119834802,2
119834981,3
118897081,2
118897111,2
119893941,4
118898451,2
119450051,2
103927023,3
107231122,0
93157202,1
109785421,2
109785171,3
108899321,3
101861152,3
108899351,3
108899341,4
108899431,2
108820541,3
107339401,3
107775281,3
107339361,3
109207641,1
109771511,0
108814721,2
109590111,1
107417932,4
108968211,0
106750204,3
106901241,0
106901201,0
106900921,2
106900941,4
107275662,2
107772661,0
107772641,0
106899581,3
106898691,0
106898681,3
107754991,0
108863292,0
108863282,4
106921061,0
107744031,1
107744511,0
103900552,2
109257871,3
107244861,2
107805191,2
107242384,3
107805041,0
107804981,1
107799801,2
109301511,1
109299812,0
109310911,2
107843271,0
107843211,0
107852081,1
107303812,1
109243011,0
103857163,3
108848391,4
108847812,1
107301294,1
107301171,2
107284882,3
107435032,4
107433181,4
109602631,4
109593381,4
109591821,0
108967791,4
108967831,0
105216082,2
109967541,3
112175251,1
110929541,1
110929571,0
112193621,2
112194401,2
98935332,2
106506799,2
109953551,1
110391102,1
112179451,0
110891262,0
110397531,2
110397721,2
107307211,2
107307241,2
108286411,0
107307731,1
106867521,2
107306112,1
108851931,3
107300111,1
106859812,3
106886241,0
107850671,4
109223821,0
107855441,4
107841511,0
107841481,1
106878761,4
107841101,2
109225091,2
107841171,0
106878511,3
106878121,1
105323273,3
107866931,3
107317981,1
107318282,4
106869771,4
107865912,2
108803081,2
107340772,2
107340713,2
107342211,1
108807071,1
107309161,0
107309751,4
107309581,4
109186441,2
106337863,3
106337892,1
107324571,1
107325201,4
108812861,1
108812911,0
108813021,3
109200051,2
109200061,2
109199961,3
108809571,1
109207101,1
108304462,4
108791221,4
110927551,0
110926951,4
110366641,3
112167431,1
109961781,0
111640121,2
112189541,0
106523095,2
95314634,3
96432951,4
97053841,2
96498741,2
97048313,4
96419961,4
96485501,2
97042131,3
96497031,4
96428142,0
97028201,2
97034041,3
97585701,1
97585751,2
97585631,2
102662562,2
103108231,1
104095441,0
102672592,4
102690712,2
104086811,1
102678682,0
103149641,3
104618451,1
104619631,0
104617271,0
103455781,4
102896451,0
104575151,2
102898261,0
103464661,1
102910381,0
102973881,4
100227163,2
104520671,0
103539001,1
104517611,1
103545561,1
103543921,3
102992261,1
103488232,1
103495352,0
103013601,1
104494361,1
103013361,1
104469242,1
103056351,0
103552101,4
104670201,1
103057951,3
104675711,0
104087631,2
102692801,1
104097541,3
103426531,0
103446982,4
104551652,3
103432821,4
103432961,3
104562431,3
99639924,2
58461272,3
103083221,2
102709572,2
102702642,3
92269063,0
102699711,4
103064521,1
103573371,4
103087611,4
102724102,2
104612391,1
104128371,2
102648544,0
103136521,3
103627851,4
103628682,2
103138014,3
104620111,3
104602771,2
103422501,0
104586241,4
104024931,3
102905013,4
102905024,2
103458091,2
104035381,2
104035621,2
102338372,2
104026442,4
104580771,2
104580881,3
96701534,3
103418161,4
99192796,4
101895882,3
102405601,2
100869441,0
100921101,1
99258752,1
97054952,2
102383501,1
101415523,0
102377131,4
101888231,3
100900401,4
102548611,3
101994961,3
101572381,4
100529731,3
102504441,0
100530061,1
102503681,4
101034441,4
102512791,1
102512801,4
102512811,1
102015631,3
100522582,0
101031222,0
101515831,1
101519742,2
102522141,2
102519091,0
102027111,3
103807252,2
104211721,1
104227181,3
98874775,1
104766661,4
101569273,0
104209701,1
104206711,1
104950361,1
104751971,2
104751861,2
101729423,3
102298051,4
101740732,2
100746311,0
104728481,2
77667784,2
103050122,3
103047211,2
103049141,1
103048481,3
102740831,0
102728672,2
102728662,1
103601621,2
104169101,4
104169141,0
102733572,2
103043941,2
104161841,1
103052131,1
103051841,3
103034171,2
82938662,3
101861161,1
101861151,1
100889521,3
102421031,3
100353862,0
101843411,1
101425531,0
100364402,4
100866581,4
102410882,0
101856552,0
100861562,0
100862171,3
101904081,3
102398262,3
100372245,3
100903892,2
101882221,4
101883723,3
102368922,3
100426992,4
104849472,0
104836291,2
90134385,4
103718562,4
104830801,0
103684672,3
102583722,3
104869431,3
104795992,4
104795651,2
104792951,1
104300661,2
104301862,0
96952143,3
104220012,2
104218891,1
104218862,1
104224861,1
104768481,1
102551112,1
88512643,2
102610422,1
104326631,1
104325441,3
102570892,2
104322201,3
103705452,2
103720122,3
104831431,1
94026232,3
103701742,0
102755982,4
102755652,1
101636733,1
104138701,4
104137151,4
102744231,4
102744241,1
104702721,2
82162234,2
103581351,2
102751302,4
103027601,0
103027591,0
103075531,0
103568921,1
103280961,3
85590405,4
104245025,0
103751171,1
100508594,2
104249811,3
103752851,3
98629341,2
100227511,3
98628111,2
98630971,2
98625361,4
98624431,1
96306402,2
96306752,0
98246721,4
98247041,0
98625821,2
98247081,1
97731472,3
99125461,0
99128601,3
99130942,2
100248921,0
100955151,0
99431732,0
101456282,1
102577942,0
102576222,1
102082751,2
102083061,2
102588021,2
98160141,0
98160061,0
98159711,2
98159701,1
98698211,4
98159071,2
100382001,0
99255631,3
98161441,0
98160961,3
98702901,1
98703261,0
98702611,1
98702811,3
98702761,4
99282771,2
97598702,0
100386581,3
99284891,1
77552873,1
98147751,2
98142851,0
98143771,0
102054321,0
102053201,0
100422692,0
92108522,0
59198933,4
98083722,3
98083712,4
98083742,0
98083732,4
98083752,4
98083761,3
98083111,2
98082852,0
98084442,4
98084432,4
98084232,1
98084252,2
98084102,0
98084122,4
98084112,0
98084092,4
98085632,0
98085692,0
98085672,1
98085452,3
98085462,3
98085382,1
98085402,4
98085412,2
98085433,0
98085312,3
98085302,1
98086761,1
98086491,1
98086291,4
98087901,1
98087821,1
98794241,3
98794251,0
98794411,1
98087701,2
98793671,1
98795381,1
98088211,2
98089211,3
98089091,3
98089141,3
98089471,1
98090811,4
98780031,3
97107682,0
98079112,4
98079122,0
98079142,3
98079152,1
98079222,3
98079102,3
98079272,0
98079252,1
98079232,2
98079242,2
98079962,0
98079942,1
98079972,1
98079982,3
98079932,3
98080432,1
98080424,2
98080412,0
98080392,3
98080372,0
98080782,4
98080812,4
98080822,3
98080852,0
98080861,0
100333651,1
100333681,1
100333971,4
98081112,4
98081092,4
98081102,3
100334001,1
98081122,0
98081132,1
98081183,1
98081172,4
98081162,0
98081202,2
98081192,0
98081312,4
98081332,3
98081382,0
98081352,2
98081372,1
98081503,3
98081492,0
100334581,1
100334531,0
98081632,1
98081642,1
100334471,3
98081722,3
98081712,3
98081702,0
98081692,1
98081672,2
98081762,4
98081752,2
100334361,4
98081742,0
98081732,1
98081902,4
98081922,4
98081932,1
98081942,4
98082112,4
98082062,0
98082051,1
98082102,4
98082092,3
98082082,1
98082642,3
98082803,4
98082813,0
100285871,1
98066231,3
98063362,1
98063412,3
98063422,0
98063402,4
98063581,0
99288101,2
98803581,4
98062641,2
98820681,4
95818293,4
98821871,1
100289771,2
98822181,4
99316861,2
100297871,0
98042581,2
98043011,0
98043221,3
98815711,4
99811011,1
98815781,4
98816451,2
98816281,0
98058221,4
98057801,1
98057811,4
98057541,3
98057582,2
98057421,1
98055032,2
98054421,4
98056101,2
100291991,4
98044341,4
98816561,4
98049921,3
99246981,0
100356811,0
100357741,0
98118521,3
98750801,2
99245831,3
98748991,2
98749101,2
98749201,4
98749341,4
98107631,0
99814662,3
100374231,0
98753201,3
100374301,2
100372841,4
98171551,3
98166091,0
91921922,1
98165921,2
100941132,1
102611421,4
102616061,3
101508462,2
102606411,4
102606421,0
102606381,2
102606371,0
102606391,4
102079911,4
102565761,4
100948591,1
100406782,2
98138261,4
100341841,3
100341901,2
100342291,2
100341451,2
98136661,3
98136771,2
100340311,3
98739481,4
100339191,3
100339151,1
98134021,2
98133251,4
98741731,3
98133431,1
98740681,0
98131831,3
98131801,2
98131671,0
98130691,0
99223461,2
98129852,3
99223241,0
98129271,2
100349101,3
98129051,1
96464716,4
98127841,0
88012072,2
96463753,2
100345511,1
100345741,0
100345051,1
100344851,0
100345251,2
97022832,1
100344591,1
100344311,2
98122131,4
100358221,4
98122381,3
98123241,4
97298732,0
98980111,4
98409671,2
98409821,3
98408381,4
98433161,3
98433091,2
98433151,1
98432203,2
98975221,3
98432981,1
100633891,1
98430401,1
98430431,0
100633951,3
100634061,1
100633751,0
100634371,4
100634431,2
100634191,2
100634321,2
100632951,2
100632891,1
100632861,2
100633071,3
100633021,2
100633011,4
100633471,1
100633381,4
100633391,2
100633401,4
100633161,3
100633151,0
100633131,3
100633311,3
100633301,4
100633341,3
100633331,2
100633321,2
100633261,1
100633251,0
97877533,0
100630891,1
100630821,3
100630741,3
100630661,2
100630611,1
100630561,3
100631201,1
100631111,1
91198563,1
98819061,3
96360133,4
98092291,1
81457836,0
98091492,2
98091751,4
99757631,3
98769271,4
100315801,0
98769531,2
98768871,0
107050062,3
107043431,1
107594071,4
108030191,1
107037001,2
107039393,2
107039403,3
107039413,2
107039423,3
107039303,3
107039293,2
107039283,3
107400141,0
107399821,1
107901681,0
107902251,1
107902091,3
109703631,2
107532581,4
107533161,3
108532411,2
108038951,0
107065532,0
107065553,3
107065753,1
104087662,3
107065812,3
96180725,2
106977405,3
109449281,2
107558361,0
109453071,0
107055121,4
101123522,1
107063281,2
107069742,4
109480621,3
109480511,2
109480231,3
109480171,1
109480121,3
107072331,4
107072281,1
107575212,4
109466541,3
107079871,0
107079731,0
106085256,3
95092668,1
107592811,1
107034921,3
108006312,2
107035191,1
108618281,1
107503372,4
107503362,1
107503382,1
107503402,2
107503392,3
107503422,1
107503412,4
107503432,2
107503452,1
107503492,2
107503502,1
107503512,0
107503522,2
107503532,1
107503542,3
107503552,0
107503562,3
107503572,2
107503582,4
107503222,2
107503252,3
107503262,1
107503232,1
107503242,4
107503282,2
107503292,0
107503272,1
107503312,3
107503302,2
107503352,4
108621451,0
107501761,3
109536811,0
107012092,2
107496061,3
107010851,0
107497524,0
103027594,4
108624481,4
106963081,3
96075842,0
107518421,4
106956031,2
107516361,2
107522181,1
107520001,1
107520041,2
109525941,0
107486821,4
107015313,2
107015323,1
107015303,3
107015333,1
107015343,4
107015193,2
107015183,0
107015173,4
107015203,1
107015074,2
107015013,3
107015023,2
107015032,3
107015004,2
107014713,1
107014694,3
107014674,0
107014684,1
107508271,2
107014743,1
107014723,1
107014733,1
107014603,1
107014623,1
107014613,0
107014634,3
107014643,3
107014233,2
107014213,1
107014223,4
105023332,2
109534431,1
107012913,4
107012923,4
107012903,0
107012881,3
107012893,2
107012933,4
107012723,3
107012693,1
107012783,4
107012773,2
107012793,1
107012743,0
107012763,0
107012753,4
108122371,4
107012104,2
107012113,1
107012123,0
107012134,0
107012143,2
107012154,0
108615381,3
108614851,2
107480952,0
107481371,3
109521101,0
107482041,4
107015363,2
108614751,0
109527171,1
108614401,0
107504491,1
107503752,0
107503782,3
107503802,2
107503792,4
107503822,4
107503812,1
107503832,2
107503852,4
107503842,1
107503862,0
107503652,3
107503672,2
107503682,1
107503692,2
107503702,0
107503712,1
107503722,0
107503732,2
107503742,3
107503892,0
107503872,1
107503882,0
108617511,1
107017031,1
107017081,4
107017091,2
108619371,3
96134855,3
102744234,2
108617971,2
108617771,3
107006951,3
108618721,4
108618521,1
108618591,4
108618431,0
107872681,4
107386341,1
107386301,0
109125261,3
108501762,1
108501542,0
108501451,4
109677281,2
108496052,3
108496372,0
108496302,2
108496262,3
108496152,4
107883141,4
107883391,1
107393251,2
109045152,4
108672541,4
108672431,0
108172222,1
108661391,0
107692891,1
107692151,3
107692141,4
108675002,4
953146310,4
100498392,2
98882392,0
107694651,3
107695921,2
107695111,4
108685171,2
107699051,1
107698751,3
107698831,0
107698511,4
109346222,2
108014141,1
107049013,2
107603991,1
107048963,1
107049053,0
107049043,2
107049033,3
107049024,2
108019861,1
107052131,0
107603741,0
107603671,0
108582652,1
98430402,3
108024982,2
108025092,2
108015951,3
107584741,4
108025511,4
107048883,4
107048874,2
107048861,2
107047291,2
107041641,0
